Course_Code,Course_Name,Content_Type,Content_ID,Title,Duration_Min,✓_Exit_Ticket,✓_Quiz,✓_Submission,Exit_Ticket_Desc,Exit_Ticket_Link,Quiz_Desc,Quiz_Link,Submission_Desc,Submission_Link,File_Name,Source_URL,Keywords,Total_Links
AI-1,Data Analysis and Data Science,Activity,3,Variables and Operators - Exercises,60,✓,,✓,Exit Ticket 5: List,https://forms.gle/2Ta1hLGXNRupmFcK9,,,Submit Activity - Lesson 3,https://forms.gle/31XBo3vuqX6QE9or9,Concept 03- Variables & Operators.mdx,/paid-courses/ai-1/activity/3,"variables, operators, exercises",3
AI-1,Data Analysis and Data Science,Activity,4,Python Lists - Exercises,60,✓,,✓,Exit Ticket 6: Loop,https://forms.gle/LTtqGhc7gDJua8P1A,,,Submit Activity - Lesson 4,https://forms.gle/31XBo3vuqX6QE9or9,Concept 04- List.mdx,/paid-courses/ai-1/activity/4,"python, lists, exercises",3
AI-1,Data Analysis and Data Science,Activity,5,Python Conditional Statements - Exercises,60,,,✓,,,,,Submit Activity - Lesson 5,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 05- Conditional Statement.mdx,/paid-courses/ai-1/activity/5,"python, conditional, statements, exercises",3
AI-1,Data Analysis and Data Science,Activity,6,Python Loops - Exercises,60,✓,,✓,Exit Ticket 7: Dictionary,https://forms.gle/ZpmRAZpdXBg3sjz36,,,Submit Activity - Lesson 6,https://forms.gle/31XBo3vuqX6QE9or9,Concept 06- Loop.mdx,/paid-courses/ai-1/activity/6,"python, loops, exercises",3
AI-1,Data Analysis and Data Science,Activity,7,Python Dictionary Exercises,60,✓,,✓,Exit Ticket 9: Function,https://forms.gle/M1XEGB7MyKsH8LFNA,,,Submit Activity - Lesson 7,https://forms.gle/31XBo3vuqX6QE9or9,Concept 07- Dictionary.mdx,/paid-courses/ai-1/activity/7,"python, dictionary, exercises",3
AI-1,Data Analysis and Data Science,Activity,8,Python Functions Exercises,60,,,✓,,,,,Submit Activity - Lesson 8,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 08- Function.mdx,/paid-courses/ai-1/activity/8,"python, functions, exercises",3
AI-1,Data Analysis and Data Science,Activity,9,Python Packages Exercises,60,✓,,✓,Exit Ticket 11: NumPy,https://forms.gle/V2R5ni3NqQyk5w5b7,,,Submit Activity - Lesson 9,https://forms.gle/31XBo3vuqX6QE9or9,Concept 09- Package.mdx,/paid-courses/ai-1/activity/9,"python, packages, exercises",3
AI-1,Data Analysis and Data Science,Activity,10,NumPy Exercises,60,✓,,✓,Exit Ticket 13: PrettyTable,https://forms.gle/6BJfDBxjDw1Vb3dK6,,,Submit Activity - Lesson 10,https://forms.gle/31XBo3vuqX6QE9or9,Concept 10- Numpy.mdx,/paid-courses/ai-1/activity/10,"numpy, exercises",3
AI-1,Data Analysis and Data Science,Activity,11,Statistical Analysis Exercise,60,,,✓,,,,,Submit Activity - Lesson 11,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 11- Descriptive Statistics.mdx,/paid-courses/ai-1/activity/11,"statistical, analysis, exercise",3
AI-1,Data Analysis and Data Science,Activity,12,PrettyTable Exercises,60,,✓,,,,Quiz-1,https://forms.gle/c7FaQpYq1E8TKfVX8,,,Concept 12- PrettyTable.mdx,/paid-courses/ai-1/activity/12,"prettytable, exercises",2
AI-1,Data Analysis and Data Science,Activity,13,Matplotlib Exercises,60,✓,,✓,Exit Ticket 15: Introduction to Data Analysis,https://forms.gle/DJhsktx13F8a5pyNA,,,Submit Concept 15 Activity,https://forms.gle/31XBo3vuqX6QE9or9,Concept 13- Data Visualization using Matplotlib.mdx,/paid-courses/ai-1/activity/13,"matplotlib, exercises",3
AI-1,Data Analysis and Data Science,Activity,14,Exercise: Introduction to Data Analysis,60,✓,,✓,Exit Ticket 17: CSV Files,https://forms.gle/yP6HUntkgGhHBtrFA,,,Submit Activity - Lesson 14,https://forms.gle/31XBo3vuqX6QE9or9,Concept 14- Introduction to Data Analysis.mdx,/paid-courses/ai-1/activity/14,"exercise:, introduction, data, analysis",3
AI-1,Data Analysis and Data Science,Activity,15,Pandas Exercise: Player Scores Analysis,60,✓,,✓,Exit Ticket 18: Data Manipulation,https://forms.gle/aVvyRbBZAmhrkqiK6,,,Submit Activity - Lesson 15,https://forms.gle/uXjuqZsv8CmoPwyS7,Concept 15- Pandas.mdx,/paid-courses/ai-1/activity/15,"pandas, exercise:, player, scores, analysis",3
AI-1,Data Analysis and Data Science,Activity,16,Pandas with CSV Files - Exercises,60,✓,,✓,Exit Ticket 19: Data Grouping and Joining,https://forms.gle/NrsDcaJNbrZmCsQy8,,,Submit Activity - Lesson 16,https://forms.gle/31XBo3vuqX6QE9or9,Concept 16- Read and Export CSV File with Pandas.mdx,/paid-courses/ai-1/activity/16,"pandas, with, files, exercises",3
AI-1,Data Analysis and Data Science,Activity,17,Data Cleaning with Pandas Activity,60,✓,,✓,Exit Ticket 20: Data Interpretation,https://forms.gle/R2tp6tgaLgfPEoC3A,,,Submit Activity - Lesson 17,https://forms.gle/31XBo3vuqX6QE9or9,Concept 17- Data Cleaning with Pandas.mdx,/paid-courses/ai-1/activity/17,"data, cleaning, with, pandas, activity",3
AI-1,Data Analysis and Data Science,Activity,18,Exercise: Data Manipulation with Pandas,60,,,,,,,,,,Concept 18- Data Manipulation with Pandas.mdx,/paid-courses/ai-1/activity/18,"exercise:, data, manipulation, with, pandas",1
AI-1,Data Analysis and Data Science,Activity,19,Programming Exercises,60,,,✓,,,,,Submit Activity - Lesson 19,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 19- Data Grouping and Data Joining with Pandas.mdx,/paid-courses/ai-1/activity/19,"programming, exercises",3
AI-1,Data Analysis and Data Science,Activity,20,Data Interpretation and Report Making,60,,✓,,,,Quiz-2,https://forms.gle/fqbSuMqcb1ovZa597,,,Concept 20- Data Interpretation and Report Making.mdx,/paid-courses/ai-1/activity/20,"data, interpretation, report, making",2
AI-1,Data Analysis and Data Science,Project,1,Project 01- Ice Cream Analysis,240,✓,,✓,Exit Ticket 2: Introduction to Python,https://forms.gle/6FBFHVxLyBhocivSA,,,Submit Concept 2 Activity,https://forms.gle/31XBo3vuqX6QE9or9,Project 01- Ice Cream Analysis.mdx,/paid-courses/ai-1/project/1,"project, cream, analysis",4
AI-1,Data Analysis and Data Science,Project,2,Test with small numbers first,240,✓,,✓,Exit Ticket 3: Variables and Operators,https://forms.gle/c9GvhRCRGiQaEivn8,,,Submit Activity - Lesson 2,https://forms.gle/31XBo3vuqX6QE9or9,Project 02- Covid-19 Cases Prediction.mdx,/paid-courses/ai-1/project/2,"test, with, small, numbers, first",4
AI-1,Data Analysis and Data Science,Project,3,Project 3: Exam Results Analysis 📊,240,✓,,✓,Exit Ticket 5: List,https://forms.gle/2Ta1hLGXNRupmFcK9,,,Submit Activity - Lesson 3,https://forms.gle/31XBo3vuqX6QE9or9,Project 03- Exam Results Analysis.mdx,/paid-courses/ai-1/project/3,"project, exam, results, analysis",3
AI-1,Data Analysis and Data Science,Project,4,📝 Project 4: Google Play Store (Report Guideline),90,✓,,✓,Exit Ticket 6: Loop,https://forms.gle/LTtqGhc7gDJua8P1A,,,Submit Activity - Lesson 4,https://forms.gle/31XBo3vuqX6QE9or9,Project 04- Google Play Store.mdx,/paid-courses/ai-1/project/4,"project, google, play, store, (report, guideline)",3
AI-1,Data Analysis and Data Science,Project,5,Final Project: [Your Project Title],90,,,✓,,,,,Submit Activity - Lesson 5,https://forms.gle/ynKFsTNGwHV4dp2s9,Project 05- Final Project.mdx,/paid-courses/ai-1/project/5,"final, project:, [your, project, title]",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,1,Artificial Intelligence,90,✓,,✓,Exit Ticket 1: Introduction to AI,https://forms.gle/fDDaftaLGwtrJBT87,,,Submit Activity - Lesson 1,https://forms.gle/41FuJRxs8kg8o8c27,Concept 01- Introduction to AI.mdx,/paid-courses/ai-2/lesson/1,"artificial, intelligence",4
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,2,Machine Learning,90,✓,,✓,Exit Ticket 3: Machine Learning,https://forms.gle/w2obviLWxFgMwrw48,,,Submit Activity - Lesson 2,https://forms.gle/41FuJRxs8kg8o8c27,Concept 02- Machine Learning.mdx,/paid-courses/ai-2/lesson/2,"machine, learning",4
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,3,Supervised & Unsupervised Learning,90,✓,,✓,Exit Ticket 5: Machine Learning Process,https://forms.gle/kSZFKSi1NnsHuEao6,,,Submit Activity - Lesson 3,https://forms.gle/41FuJRxs8kg8o8c27,Concept 03- Supervised & Unsupervised Learning.mdx,/paid-courses/ai-2/lesson/3,"supervised, unsupervised, learning",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,4,Machine Learning Implementation Process,90,✓,,✓,Exit Ticket 7: Regression,https://forms.gle/aYHFpTeHV8R66Vim9,,,Submit Activity - Lesson 4,https://forms.gle/41FuJRxs8kg8o8c27,Concept 04- Machine Learning Process.mdx,/paid-courses/ai-2/lesson/4,"machine, learning, implementation, process",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,5,Data Preparation for Machine Learning,90,,,✓,,,,,Submit Activity - Lesson 5,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 05- Data Preparation.mdx,/paid-courses/ai-2/lesson/5,"data, preparation, machine, learning",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,6,Regression,90,,,✓,,,,,Submit Activity - Lesson 6,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 06- Regression.mdx,/paid-courses/ai-2/lesson/6,regression,3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,7,Classification,90,✓,,✓,Exit Ticket 8: Clustering,https://forms.gle/1bXTcweZqZE15Hop9,,,Submit Activity - Lesson 7,https://forms.gle/41FuJRxs8kg8o8c27,Concept 07- Classification.mdx,/paid-courses/ai-2/lesson/7,classification,3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,8,Clustering,90,,,✓,,,,,Submit Activity - Lesson 8,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 08- Clustering.mdx,/paid-courses/ai-2/lesson/8,clustering,3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,9,Natural Language Processing,90,✓,,✓,Exit Ticket 10: Natural Language Processing (NLP),https://forms.gle/Xm8T3zYcPjxcLJUk9,,,Submit Activity - Lesson 9,https://forms.gle/41FuJRxs8kg8o8c27,Concept 09- Natural Language Processing.mdx,/paid-courses/ai-2/lesson/9,"natural, language, processing",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,10,Text Processing,90,,,✓,,,,,Submit Activity - Lesson 10,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 10- Text Processing.mdx,/paid-courses/ai-2/lesson/10,"text, processing",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,11,Streamlit,90,✓,,✓,Exit Ticket 11: Streamlit,https://forms.gle/tvYFUeL1FZSaNhvE6,,,Submit Activity - Lesson 11,https://forms.gle/41FuJRxs8kg8o8c27,Concept 11- Streamlit.mdx,/paid-courses/ai-2/lesson/11,streamlit,3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,12,Computer Vision,90,,✓,,,,Quiz 1 Assessment Form,https://forms.gle/Ho4ifWAhDr678oHS6,,,Concept 12- Computer Vision.mdx,/paid-courses/ai-2/lesson/12,"computer, vision",2
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,13,OpenCV-Python,90,✓,,✓,Exit Ticket 13: Computer Vision,https://forms.gle/VYSHaZMA2FY33FyBA,,,Submit Activity - Lesson 13,https://forms.gle/41FuJRxs8kg8o8c27,Concept 13- OpenCV-Python.mdx,/paid-courses/ai-2/lesson/13,opencv-python,3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,14,Image Processing with OpenCV,90,✓,,✓,Exit Ticket 15: Image Processing with OpenCV,https://forms.gle/TFwfC6r3PUTy2GJg8,,,Submit Activity - Lesson 14,https://forms.gle/41FuJRxs8kg8o8c27,Concept 14- Image Processing with OpenCV.mdx,/paid-courses/ai-2/lesson/14,"image, processing, with, opencv",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,15,Drawing on Images,90,✓,,✓,Exit Ticket 16: Object Detection using Haar Cascades Classifier,https://forms.gle/L8uWQ7VkpoUSnaVJ8,,,Submit Activity - Lesson 15,https://forms.gle/41FuJRxs8kg8o8c27,Concept 15- Drawing with OpenCV.mdx,/paid-courses/ai-2/lesson/15,"drawing, images",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,16,Object Detection using Haar Cascades Classifier,90,,,✓,,,,,Submit Activity - Lesson 16,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 16- Object Detection using Haar Cascades Classifier.mdx,/paid-courses/ai-2/lesson/16,"object, detection, using, haar, cascades, classifier",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,17,Object Detection with YOLO Algorithm,90,✓,,✓,Exit Ticket 17: Object Detection with YOLO Algorithm,https://forms.gle/JSHLEBm2V7iMpGD3A,,,Submit Activity - Lesson 17,https://forms.gle/41FuJRxs8kg8o8c27,Concept 17- Object Detection with YOLO Algorithm.mdx,/paid-courses/ai-2/lesson/17,"object, detection, with, yolo, algorithm",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Lesson,18,Deep Learning & Image Classification,90,,,✓,,,,,Submit Activity - Lesson 18,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 18- Deep Learning & Image Classification.mdx,/paid-courses/ai-2/lesson/18,"deep, learning, image, classification",2
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,1,Introduction to Artificial Intelligence,60,✓,,✓,Exit Ticket 1: Introduction to AI,https://forms.gle/fDDaftaLGwtrJBT87,,,Submit Activity - Lesson 1,https://forms.gle/41FuJRxs8kg8o8c27,Concept 01- Introduction to AI.mdx,/paid-courses/ai-2/activity/1,"introduction, artificial, intelligence",4
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,2,Machine Learning Exercises,60,✓,,✓,Exit Ticket 3: Machine Learning,https://forms.gle/w2obviLWxFgMwrw48,,,Submit Activity - Lesson 2,https://forms.gle/41FuJRxs8kg8o8c27,Concept 02- Machine Learning.mdx,/paid-courses/ai-2/activity/2,"machine, learning, exercises",4
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,3,Exercise: Supervised & Unsupervised Learning,60,✓,,✓,Exit Ticket 5: Machine Learning Process,https://forms.gle/kSZFKSi1NnsHuEao6,,,Submit Activity - Lesson 3,https://forms.gle/41FuJRxs8kg8o8c27,Concept 03- Supervised & Unsupervised Learning.mdx,/paid-courses/ai-2/activity/3,"exercise:, supervised, unsupervised, learning",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,4,Exercise: Machine Learning Process,60,✓,,✓,Exit Ticket 7: Regression,https://forms.gle/aYHFpTeHV8R66Vim9,,,Submit Activity - Lesson 4,https://forms.gle/41FuJRxs8kg8o8c27,Concept 04- Machine Learning Process.mdx,/paid-courses/ai-2/activity/4,"exercise:, machine, learning, process",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,5,Data Preparation Exercise,60,,,✓,,,,,Submit Activity - Lesson 5,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 05- Data Preparation.mdx,/paid-courses/ai-2/activity/5,"data, preparation, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,6,Regression Exercise,60,,,✓,,,,,Submit Activity - Lesson 6,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 06- Regression.mdx,/paid-courses/ai-2/activity/6,"regression, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,7,Classification Exercise,60,✓,,✓,Exit Ticket 8: Clustering,https://forms.gle/1bXTcweZqZE15Hop9,,,Submit Activity - Lesson 7,https://forms.gle/41FuJRxs8kg8o8c27,Concept 07- Classification.mdx,/paid-courses/ai-2/activity/7,"classification, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,8,Clustering with KMeans: Practice Exercise,60,,,✓,,,,,Submit Activity - Lesson 8,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 08- Clustering.mdx,/paid-courses/ai-2/activity/8,"clustering, with, kmeans:, practice, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,9,Exercise: Natural Language Processing,60,✓,,✓,Exit Ticket 10: Natural Language Processing (NLP),https://forms.gle/Xm8T3zYcPjxcLJUk9,,,Submit Activity - Lesson 9,https://forms.gle/41FuJRxs8kg8o8c27,Concept 09- Natural Language Processing.mdx,/paid-courses/ai-2/activity/9,"exercise:, natural, language, processing",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,10,Text Processing Exercise,60,,,✓,,,,,Submit Activity - Lesson 10,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 10- Text Processing.mdx,/paid-courses/ai-2/activity/10,"text, processing, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,11,Streamlit Exercise,60,✓,,✓,Exit Ticket 11: Streamlit,https://forms.gle/tvYFUeL1FZSaNhvE6,,,Submit Activity - Lesson 11,https://forms.gle/41FuJRxs8kg8o8c27,Concept 11- Streamlit.mdx,/paid-courses/ai-2/activity/11,"streamlit, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,12,Exercise: Computer Vision,60,,✓,,,,Quiz 1 Assessment Form,https://forms.gle/Ho4ifWAhDr678oHS6,,,Concept 12- Computer Vision.mdx,/paid-courses/ai-2/activity/12,"exercise:, computer, vision",2
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,13,OpenCV-Python Exercise,60,✓,,✓,Exit Ticket 13: Computer Vision,https://forms.gle/VYSHaZMA2FY33FyBA,,,Submit Activity - Lesson 13,https://forms.gle/41FuJRxs8kg8o8c27,Concept 13- OpenCV-Python.mdx,/paid-courses/ai-2/activity/13,"opencv-python, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,14,Image Processing Exercise,60,✓,,✓,Exit Ticket 15: Image Processing with OpenCV,https://forms.gle/TFwfC6r3PUTy2GJg8,,,Submit Activity - Lesson 14,https://forms.gle/41FuJRxs8kg8o8c27,Concept 14- Image Processing.mdx,/paid-courses/ai-2/activity/14,"image, processing, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,15,Drawing with OpenCV Exercise,60,✓,,✓,Exit Ticket 16: Object Detection using Haar Cascades Classifier,https://forms.gle/L8uWQ7VkpoUSnaVJ8,,,Submit Activity - Lesson 15,https://forms.gle/41FuJRxs8kg8o8c27,Concept 15- Drawing with OpenCV.mdx,/paid-courses/ai-2/activity/15,"drawing, with, opencv, exercise",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,16,Exercise: Object Detection using Haar Cascades Classifier,60,,,✓,,,,,Submit Activity - Lesson 16,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 16- Object Detection using Haar Cascades Classifier.mdx,/paid-courses/ai-2/activity/16,"exercise:, object, detection, using, haar, cascades, classifier",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,17,Object Detection with YOLO Algorithm Activity,60,✓,,✓,Exit Ticket 17: Object Detection with YOLO Algorithm,https://forms.gle/JSHLEBm2V7iMpGD3A,,,Submit Activity - Lesson 17,https://forms.gle/41FuJRxs8kg8o8c27,Concept 17- Object Detection with YOLO Algorithm.mdx,/paid-courses/ai-2/activity/17,"object, detection, with, yolo, algorithm, activity",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Activity,18,Shapes Classification with Teachable Machine,60,,,✓,,,,,Submit Activity - Lesson 18,https://forms.gle/ynKFsTNGwHV4dp2s9,Concept 18- Deep Learning & Image Classification.mdx,/paid-courses/ai-2/activity/18,"shapes, classification, with, teachable, machine",2
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Project,1,Instagram Reach Prediction Project,240,✓,,✓,Exit Ticket 1: Introduction to AI,https://forms.gle/fDDaftaLGwtrJBT87,,,Submit Activity - Lesson 1,https://forms.gle/41FuJRxs8kg8o8c27,Project 01- Instagram Reach Analysis.mdx,/paid-courses/ai-2/project/1,"instagram, reach, prediction, project",4
